CCSR Diagnosis Code  CCSR Procedure Code
                     ADM017                   225
                     ADM021                   218
                     MST004                   217
                     MST030                   203
                     MST024                   202
                     OTR004                   188
                     SKB007                   186
                     MST025                   167
                     GIS025                   151
                     HEP008                   135
                     SKB002                   135
                     CAR008                   122
                     SKB008                   121
                     ESA003                   115
                     RES005                   109
                     IMG008                   105
                     MST003                   100
                     ADM013                    96
                     MST029                    93
                     CNS012                    89
                     MST002                    85
                     CNS010                    83
                     GNR002                    79
                     MST017                    76
                     GIS017                    73
                     ESA004                    71
                     PLC002                    64
                     ADM018                    63
                     MST012                    63
                     ENT006                    62
                     GIS011                    61
                     MST001                    61
                     GIS007                    59
                     URN006                    59
                     GIS004                    58
                     GIS022                    56
                     MST011                    56
                     GIS027                    53
                     URN005                    53
                     ADM019                    51
                     CAR012                    51
                     CNS006                    51
                     GIS021                    51
                     HEP007                    51
                     MST006                    49
                     CNS002                    47
                     GIS018                    47
                     GNR006                    47
                     IMG006                    46
                     RES007                    46
                     ADM006                    45
                     SKB001                    45
                     CNS005                    43
                     GIS005                    43
                     GNR009                    43
                     URN003                    43
                     MST013                    42
                     GIS001                    39
                     ADM012                    38
                     GIS009                    38
                     RES010                    38
                     CAR010                    37
                     HEP006                    37
                     IMG004                    35
                     MST010                    34
                     IMG002                    33
                     ADM007                    32
                     MST014                    32
                     MST007                    30
                     RES014                    30
                     CAR011                    29
                     HEP009                    29
                     CAR014                    28
                     CAR026                    28
                     CNS004                    28
                     SKB010                    28
                     CNS003                    27
                     MAM005                    27
                     MST022                    27
                     CAR007                    26
                     CNS011                    26
                     MST026                    26
                     CAR015                    25
                     MRS007                    24
                     SKB006                    24
                     URN004                    24
                     ADM005                    21
                     ENT001                    21
                     MAM011                    21
                     EYP001                    20
                     HEP003                    20
                     CNS013                    19
                     LYM001                    19
                     SKB003                    19
                     ENT017                    18
                     HEP013                    18
                     MST009                    18
                     CNS007                    17
                     FRS007                    17
                     IMG009                    16
                     CAR004                    15
                     CAR020                    14
                     ADM016                    13
                     CAR028                    13
                     CNS001                    13
                     ENT003                    13
                     GIS002                    13
                     ADM014                    12
                     GNR004                    12
                     HEP001                    12
                     ENT013                    11
                     ESA005                    11
                     GIS016                    11
                     GIS026                    11
                     MAM006                    11
                     MAM007                    11
                     RES006                    11
                     GNR005                    10
                     IMG005                    10
                     MRS004                    10
                     MST008                    10
                     RES001                    10
                     RHB002                    10
                     CAR006                     9
                     CAR017                     9
                     FRS015                     9
                     IMG007                     9
                     MAM010                     9
                     PNS001                     9
                     RES012                     9
                     ADM003                     8
                     GIS020                     8
                     ADM010                     7
                     CNS008                     7
                     ESA002                     7
                     GIS013                     7
                     GIS029                     7
                     LYM007                     7
                     MRS002                     7
                     RES008                     7
                     URN012                     7
                     ADM022                     6
                     CAR019                     6
                     CAR021                     6
                     CAR022                     6
                     ENT015                     6
                     GIS015                     6
                     HEP002                     6
                     HEP005                     6
                     LYM011                     6
                     RES002                     6
                     ADM002                     5
                     CAR001                     5
                     ESA006                     5
                     GIS008                     5
                     GNR003                     5
                     GNR007                     5
                     HEP004                     5
                     LYM006                     5
                     MRS005                     5
                     PLC001                     5
                     RES003                     5
                     URN001                     5
                     ENT008                     4
                     GIS003                     4
                     IMG001                     4
                     LYM002                     4
                     MAM015                     4
                     MST016                     4
                     RES011                     4
                     SKB009                     4
                     SUD001                     4
                     SUD002                     4
                     URN009                     4
                     URN010                     4
                     ADM004                     3
                     ADM011                     3
                     CAR002                     3
                     CNS009                     3
                     FRS001                     3
                     FRS002                     3
                     FRS011                     3
                     GIS010                     3
                     GIS019                     3
                     IMG003                     3
                     MAM004                     3
                     MAM008                     3
                     MAM012                     3
                     MAM014                     3
                     NCM001                     3
                     OTR002                     3
                     PNS003                     3
                     PNS005                     3
                     RES004                     3
                     RES009                     3
                     URN002                     3
                     URN007                     3
                     CAR003                     2
                     CAR013                     2
                     ENT012                     2
                     ESA009                     2
                     EST001                     2
                     FRS003                     2
                     GIS014                     2
                     GIS028                     2
                     GNR001                     2
                     HEP011                     2
                     LYM008                     2
                     PNS002                     2
                     PNS006                     2
                     CAR016                     1
                     CAR018                     1
                     CAR023                     1
                     CAR027                     1
                     ENT002                     1
                     ENT011                     1
                     ESA007                     1
                     EST005                     1
                     FRS005                     1
                     FRS010                     1
                     LYM003                     1
                     MAM002                     1
                     MRS001                     1
                     MST015                     1
                     OTR003                     1
                     PGN006                     1
                     RAD001                     1
                     RAD002                     1
                     URN008                     1
INJ038               RHB002                    18
                     MST012                    13
                     MST029                     6
                     RHB004                     2
                     ADM015                     1
                     ENT006                     1
                     MST008                     1
                     OTR004                     1
                     RHB001                     1
INJ039               RHB002                   198
                     MST013                    29
                     RHB001                     7
                     MST012                     5
                     OTR004                     3
                     ADM014                     2
                     ADM021                     2
                     CAR024                     2
                     ESA001                     2
                     IMG005                     2
                     MST018                     2
                     SKB009                     2
                     ADM022                     1
                     ESA003                     1
                     ESA004                     1
                     MST001                     1
                     MST020                     1
                     MST029                     1
                     SKB008                     1
                     SUD001                     1
INJ040               RHB002                   225
                     MST012                    10
                     ADM022                     6
                     RHB001                     4
                     ADM001                     3
                     ADM016                     2
                     ADM021                     2
                     MST005                     2
                     MST007                     2
                     MST020                     2
                     OTR004                     2
                     ADM010                     1
                     ADM014                     1
                     ADM019                     1
                     ESA004                     1
                     GIS006                     1
                     IMG002                     1
                     IMG007                     1
                     MAM007                     1
                     MST003                     1
                     MST018                     1
                     MST030                     1
                     PLC001                     1
                     RES006                     1
                     RHB004                     1
INJ041               MST009                   109
                     RHB002                    70
                     MST008                    43
                     MST018                     9
                     MST029                     5
                     ADM021                     3
                     ESA001                     3
                     MST030                     3
                     PLC001                     3
                     RHB001                     3
                     OTR004                     2
                     ADM001                     1
                     ADM005                     1
                     ADM018                     1
                     ADM022                     1
                     CAR015                     1
                     CAR024                     1
                     CAR025                     1
                     IMG008                     1
                     MST002                     1
                     MST003                     1
                     MST014                     1
                     MST015                     1
                     MST026                     1
                     PNS003                     1
                     PNS005                     1
                     SKB007                     1
                     SUD002                     1
                     URN005                     1
INJ042               RHB002                   314
                     MST011                   151
                     MST010                    89
                     MST014                    27
                     MST029                    26
                     MST018                    22
                     RHB001                    10
                     MST006                     6
                     ADM001                     4
                     ADM021                     4
                     MST020                     4
                     PLC001                     4
                     SKB010                     4
                     ESA001                     3
                     MST007                     3
                     MST024                     3
                     OTR004                     3
                     SKB008                     3
                     SKB009                     3
                     ADM015                     2
                     ADM016                     2
                     GIS001                     2
                     MAM011                     2
                     MST017                     2
                     MST022                     2
                     MST028                     2
                     MST030                     2
                     ADM011                     1
                     ADM013                     1
                     ADM014                     1
                     ADM022                     1
                     CAR024                     1
                     ESA004                     1
                     ESA011                     1
                     GIS004                     1
                     IMG007                     1
                     IMG009                     1
                     LYM008                     1
                     MAM007                     1
                     MST001                     1
                     MST002                     1
                     MST005                     1
                     MST009                     1
                     MST025                     1
                     PLC002                     1
                     SKB007                     1
INJ043               RHB002                   646
                     MST007                    73
                     MST010                    37
                     RHB001                    25
                     OTR004                    10
                     ADM001                     9
                     ADM010                     9
                     ADM022                     8
                     ESA001                     8
                     SKB009                     8
                     MST014                     5
                     ADM015                     2
                     MST029                     2
                     SKB008                     2
                     ADM007                     1
                     ADM014                     1
                     ADM016                     1
                     ADM017                     1
                     ADM019                     1
                     ESA005                     1
                     ESA006                     1
                     LYM007                     1
                     MAM006                     1
                     MST001                     1
                     OTR005                     1
                     PLC001                     1
                     SUD002                     1
                     URN005                     1
                     URN006                     1
INJ044               RHB002                     6
                     MST014                     3
                     ESA001                     1
                     MST007                     1
                     MST009                     1
                     MST010                     1
INJ045               RHB002                   469
                     RHB001                    38
                     RES010                    12
                     ADM022                     9
                     CNS004                     8
                     RHB004                     7
                     ADM010                     5
                     CAR011                     5
                     ADM017                     4
                     GIS025                     4
                     OTR004                     4
                     SKB009                     3
                     ADM001                     2
                     ADM019                     2
                     CAR010                     2
                     ESA001                     2
                     MAM011                     2
                     MST028                     2
                     MST029                     2
                     RHB003                     2
                     ADM013                     1
                     ADM016                     1
                     ADM021                     1
                     CAR006                     1
                     CAR026                     1
                     CAR029                     1
                     CNS002                     1
                     CNS009                     1
                     CNS014                     1
                     ENT002                     1
                     HEP006                     1
                     HEP010                     1
                     IMG002                     1
                     IMG007                     1
                     MAM010                     1
                     MST012                     1
                     MST014                     1
                     MST019                     1
                     SKB010                     1
INJ046               RHB002                   103
                     RHB001                     7
                     RES010                     2
                     ADM001                     1
                     ADM017                     1
                     ENT017                     1
                     MST013                     1
                     SKB010                     1
                     URN006                     1
INJ047               RHB002                    46
                     RES005                     4
                     RES010                     2
                     GNR008                     1
                     HEP010                     1
                     MST028                     1
                     RES003                     1
                     RES014                     1
                     URN006                     1
INJ048               CAR010                     1
                     ENT013                     1
                     MST005                     1
                     RHB002                     1
INJ049               SKB007                     8
                     RHB002                     5
                     ADM015                     3
                     MST019                     3
                     MST020                     3
                     MST022                     3
                     ADM001                     1
                     MST002                     1
                     MST004                     1
                     MST005                     1
                     OTR004                     1
                     SKB001                     1
                     SKB002                     1
                     SKB008                     1
INJ050               ADM015                     1
                     ADM022                     1
                     FRS007                     1
                     GNR008                     1
INJ051               RHB002                    11
                     MST030                     1
INJ053               RHB002                     2
                     CAR006                     1
                     CAR012                     1
                     RHB004                     1
INJ054               RHB002                     8
                     ADM015                     2
                     ADM014                     1
                     ESA001                     1
                     IMG007                     1
                     MST005                     1
                     RHB003                     1
                     SKB001                     1
INJ055               MST005                     1
                     RHB002                     1
INJ056               RHB002                    46
                     SKB007                     9
                     MST020                     2
                     ADM017                     1
                     ADM021                     1
                     CAR024                     1
                     MST019                     1
                     MST023                     1
                     OTR004                     1
                     PLC002                     1
INJ057               ADM018                     1
                     RES012                     1
INJ058               RHB002                     2
INJ059               RHB002                     3
INJ060               RHB002                     7
                     ADM017                     1
                     GIS017                     1
                     RHB004                     1
INJ061               RHB002                    16
                     MST022                     2
                     MST029                     2
                     CAR025                     1
                     ENT015                     1
                     MST006                     1
                     MST007                     1
                     MST008                     1
                     MST018                     1
                     MST030                     1
INJ062               RHB002                     3
                     ADM021                     1
                     CNS011                     1
                     MST019                     1
INJ063               RHB002                    15
                     IMG002                     1
                     MST020                     1
                     PLC002                     1
                     RHB001                     1
                     SKB008                     1
                     SKB009                     1
                     SUD002                     1
INJ064               IMG005                     1
                     RHB001                     1
                     RHB002                     1
INJ067               ADM017                     1
                     RHB002                     1
INJ068               RHB002                     2
INJ069               RHB002                     5
                     CAR008                     2
                     CAR025                     2
                     ESA001                     2
                     CAR010                     1
                     CAR015                     1
                     CAR029                     1
                     IMG005                     1
                     MST020                     1
INJ070               ADM015                     1
                     CAR024                     1
                     MRS002                     1
                     URN003                     1
                     URN006                     1
INJ071               RHB002                    31
                     MST006                    20
                     MST007                    11
                     RHB001                     3
                     MST008                     2
                     ADM015                     1
                     ADM022                     1
                     CNS013                     1
                     ESA003                     1
                     MST010                     1
                     MST012                     1
                     MST014                     1
                     MST015                     1
                     MST017                     1
                     MST018                     1
                     MST020                     1
                     MST025                     1
                     SKB007                     1
INJ072               RHB002                     8
                     MST020                     5
                     ADM015                     3
                     SKB007                     3
                     MST028                     2
                     ADM001                     1
                     ADM017                     1
                     CAR024                     1
                     CNS014                     1
                     GIS006                     1
                     GIS025                     1
                     GNR006                     1
                     HEP009                     1
                     MST002                     1
                     MST005                     1
                     MST012                     1
                     MST018                     1
                     MST029                     1
                     OTR004                     1
INJ073               RHB002                    32
                     MST014                     5
                     MST020                     5
                     MST030                     5
                     MST013                     4
                     ADM001                     3
                     MST007                     3
                     MST008                     3
                     ADM021                     2
                     CAR010                     2
                     CNS004                     2
                     MHT001                     2
                     MHT002                     2
                     MST012                     2
                     MST018                     2
                     MST029                     2
                     RES012                     2
                     SKB008                     2
                     ADM015                     1
                     ADM017                     1
                     ADM019                     1
                     CAR008                     1
                     CNS008                     1
                     GIS006                     1
                     IMG002                     1
                     IMG007                     1
                     MAM008                     1
                     MAM011                     1
                     MST002                     1
                     MST009                     1
                     MST010                     1
                     MST011                     1
                     MST017                     1
                     MST022                     1
                     MST026                     1
                     OTR004                     1
                     PLC001                     1
                     PNS003                     1
                     RES005                     1
                     RES011                     1
                     SKB007                     1
                     URN012                     1
INJ074               MST023                     1
INJ075               ADM017                     1
INJ076               MST006                     3
                     MST007                     3
                     MST014                     2
                     RHB002                     2
                     ADM015                     1
                     CAR025                     1
                     CNS014                     1
                     GNR008                     1
                     MST001                     1
                     MST002                     1
                     MST008                     1
                     MST011                     1
                     MST020                     1
                     PLC002                     1
MAL001               CAR019                   546
                     CAR022                   534
                     CAR010                   290
                     MAM005                   159
                     CAR023                   154
                     CAR013                   139
                     CAR020                   125
                     CAR012                    97
                     CAR008                    74
                     IMG002                    56
                     CAR005                    51
                     CNS007                    44
                     CAR011                    30
                     ESA003                    28
                     IMG008                    27
                     ESA004                    24
                     CAR024                    23
                     ADM021                    22
                     ESA008                    19
                     ADM017                    18
                     IMG001                    18
                     MAM011                    17
                     ESA002                    14
                     ADM001                    11
                     OTR004                    11
                     CAR003                    10
                     CAR017                    10
                     CAR026                    10
                     ESA007                    10
                     RES007                    10
                     GNR004                     9
                     IMG005                     7
                     RES008                     7
                     CAR004                     6
                     GIS004                     6
                     IMG003                     6
                     GIS001                     5
                     LYM004                     5
                     RES010                     5
                     RES014                     5
                     CAR018                     4
                     GIS017                     4
                     GIS022                     4
                     RHB002                     4
                     CAR006                     3
                     CAR021                     3
                     CAR027                     3
                     CNS005                     3
                     ENT011                     3
                     IMG006                     3
                     MAM010                     3
                     MST020                     3
                     RAD003                     3
                     ADM002                     2
                     CAR007                     2
                     CNS002                     2
                     CNS006                     2
                     CNS009                     2
                     CNS010                     2
                     ENT001                     2
                     ENT009                     2
                     ENT012                     2
                     GIS002                     2
                     GIS005                     2
                     GNR007                     2
                     IMG009                     2
                     MAM008                     2
                     MST019                     2
                     MST028                     2
                     MST030                     2
                     RES001                     2
                     RES012                     2
                     ADM014                     1
                     ADM016                     1
                     ADM019                     1
                     ADM022                     1
                     CAR002                     1
                     CAR014                     1
                     CAR025                     1
                     CNS001                     1
                     ENT010                     1
                     ESA005                     1
                     ESA006                     1
                     ESA009                     1
                     EST001                     1
                     EST002                     1
                     FRS010                     1
                     GIS016                     1
                     GIS018                     1
                     GNR006                     1
                     HEP001                     1
                     HEP006                     1
                     IMG007                     1
                     MAM002                     1
                     MAM004                     1
                     MAM006                     1
                     MAM007                     1
                     MAM013                     1
                     MAM015                     1
                     MRS001                     1
                     MST003                     1
                     MST017                     1
                     MST023                     1
                     MST026                     1
                     NCM002                     1
                     PGN003                     1
                     PLC002                     1
                     RAD001                     1
                     RES005                     1
                     SKB006                     1
                     SKB007                     1
                     URN008                     1
MAL002               GIS026                   240
                     GIS011                    84
                     GIS028                    45
                     GIS009                    34
                     HEP013                    32
                     GIS018                    26
                     HEP004                    20
                     GIS022                    18
                     ENT017                    15
                     GIS021                    15
                     GIS002                    13
                     GIS027                    12
                     ADM017                    10
                     GIS014                    10
                     HEP001                    10
                     HEP011                    10
                     GIS004                     9
                     GIS008                     9
                     CAR024                     8
                     ENT013                     8
                     HEP006                     8
                     GIS003                     7
                     GIS013                     7
                     GIS020                     7
                     ADM021                     6
                     GIS001                     6
                     GIS017                     6
                     GIS007                     5
                     ENT009                     4
                     CNS002                     3
                     ENT001                     3
                     ENT014                     3
                     ESA003                     3
                     GIS005                     3
                     GIS010                     3
                     GIS029                     3
                     HEP010                     3
                     IMG004                     3
                     OTR004                     3
                     ADM010                     2
                     ADM015                     2
                     ADM018                     2
                     ENT011                     2
                     FRS007                     2
                     GIS006                     2
                     GIS012                     2
                     GIS015                     2
                     GNR002                     2
                     HEP005                     2
                     HEP008                     2
                     ADM001                     1
                     CAR019                     1
                     CAR025                     1
                     ENT005                     1
                     ENT007                     1
                     ENT008                     1
                     ENT012                     1
                     ESA004                     1
                     EST002                     1
                     FRS010                     1
                     GIS019                     1
                     GIS025                     1
                     GNR004                     1
                     HEP002                     1
                     HEP003                     1
                     HEP007                     1
                     IMG008                     1
                     MAM005                     1
                     MAM007                     1
                     MAM011                     1
                     MRS001                     1
                     MST012                     1
                     MST028                     1
                     RES007                     1
                     RES011                     1
                     RES014                     1
                     URN012                     1
MAL003               URN007                    91
                     URN008                    59
                     URN012                    34
                     URN011                    32
                     MRS002                    24
                     URN003                    23
                     URN010                    21
                     URN009                    19
                     GNR008                    11
                     MRS007                    11
                     URN005                    10
                     ESA001                     7
                     FRS007                     7
                     ADM021                     5
                     IMG004                     5
                     URN001                     5
                     URN006                     5
                     FRS015                     4
                     ADM017                     3
                     CAR010                     3
                     FRS001                     3
                     GIS028                     3
                     MST020                     3
                     URN002                     3
                     ADM015                     2
                     CAR015                     2
                     ESA004                     2
                     FRS010                     2
                     GIS024                     2
                     GNR002                     2
                     MRS001                     2
                     MST028                     2
                     ADM001                     1
                     ADM010                     1
                     CAR024                     1
                     CAR029                     1
                     ENT012                     1
                     ESA003                     1
                     EST002                     1
                     FRS002                     1
                     FRS006                     1
                     FRS011                     1
                     GIS005                     1
                     GIS006                     1
                     GIS015                     1
                     GIS018                     1
                     IMG007                     1
                     IMG008                     1
                     IMG009                     1
                     MAM010                     1
                     MST003                     1
                     MST014                     1
                     NCM001                     1
                     OTR004                     1
MAL004               CNS008                   205
                     CNS007                    81
                     CNS011                    50
                     CNS010                    48
                     CNS014                    17
                     CNS009                    16
                     MAM011                    16
                     MST018                    13
                     CNS006                     8
                     CNS005                     7
                     MST029                     6
                     ADM021                     5
                     CNS002                     5
                     IMG002                     5
